app_id,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date.1,target
810,2020-05-24,0,SO,18,,P,,,,,,5,0,16,,0.063841307,67.5625,,0,,5,-1,,1.0
808,2020-05-24,0,SO,23,1,P,1,5950,4,1,40,20,7,16,1209,0.026867216,82.3125,2,1,38,3,1,,1.0
802,2020-05-24,0,SL,22,4,P,,500,37,1,,6,6,39,1,0.0,59.3828125,1,1,2329,3,-1,,1.0
793,2020-05-24,0,SL,23,6,,,4250,15,1,0,14,5,25,528,0.046433731,74.796875,2,1,515,3,0,,0.0
799,2020-05-24,1140,SO,27,,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
794,2020-05-24,0,SO,22,,R,,,,,,,,,,0.00757526,32.5390625,,0,,5,-1,,1.0
788,2020-05-24,0,SO,25,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
806,2020-05-24,1,SB,21,,R,,,,,,,,,,0.012093576,45.4609375,,0,,5,-1,,0.0
804,2020-05-24,0,SO,19,0,,,,58,1,,14,1,14,,0.594389217,51.0703125,1,1,5,3,-1,,0.0
823,2020-05-25,0,SC,27,0,H,,9450,9,2,45,6,9,36,5301,0.061959435,72.109375,1,1,0,3,-1,,1.0
829,2020-05-25,1,SO,19,2,P,,,38,1,,23,1,40,,0.021509118,65.421875,,0,0,3,-1,,1.0
838,2020-05-25,260,SO,18,,P,2,450,2,1,,,,,124,0.225929674,56.2890625,2,0,0,3,1,,1.0
856,2020-05-25,0,SO,18,0,P,2,,5,1,1,11,0,84,,0.031737867,60.1953125,1,0,0,3,2,,1.0
836,2020-05-25,400,SA,21,3,P,,,21,3,,6,3,24,,0.0,81.53125,1,2,1434,3,-1,,1.0
830,2020-05-25,0,SD,22,4,R,,2850,13,1,0,,,,,0.114126371,72.3125,1,1,3416,3,1,,1.0
837,2020-05-25,500,SB,18,0,P,2,,2,2,0,,,,,0.391403798,,2,1,0,3,1,,1.0
825,2020-05-25,1,SL,22,3,P,,1300,10,3,47,,5,,,0.192612071,61.7578125,1,3,498,2,0,,1.0
843,2020-05-25,2,SL,23,4,P,,,33,1,,10,4,8,,0.0,78.609375,,0,0,3,-1,,1.0
855,2020-05-25,0,SB,18,,P,1,,3,1,0,12,0,11,,0.671762398,27.44140625,2,0,0,3,0,,1.0
834,2020-05-25,0,SA,18,0,P,,,,,,17,0,51,,0.0,74.984375,,0,,5,-1,,1.0
880,2020-05-26,0,SN,25,1,H,1,8450,2,3,0,,2,,2697,0.010162561,35.8125,1,2,903,3,0,,0.0
858,2020-05-26,0,SO,25,,R,,,,,,,,,,0.138756833,44.7265625,,0,,5,-1,,0.0
878,2020-05-26,0,SF,24,,P,,1900,9,1,1,7,6,68,404,0.035044633,87.40625,,0,0,3,4,,0.0
874,2020-05-26,400,SD,23,3,P,,350,21,1,,27,,5,0,0.0,16.2890625,1,1,738,3,-1,,1.0
898,2020-05-26,0,SA,37,,R,,,7,,0,,,,,0.124083731,46.1328125,,0,,5,-1,,1.0
901,2020-05-26,800,SO,23,0,P,,,14,1,34,,,3,,0.059057402,57.0234375,1,1,199,3,-1,,0.0
871,2020-05-26,1,SD,22,1,P,1,700,2,3,91,7,5,15,0,0.075893876,45.7578125,1,1,0,3,4,,0.0
882,2020-05-26,0,SF,22,2,P,,1600,17,1,,13,4,15,558,0.0,92.046875,1,1,108,3,1,,0.0
889,2020-05-26,1800,SO,49,,H,,27150,26,,,2,13,3,26877,0.000824829,72.25,,0,,5,-1,,1.0
881,2020-05-26,0,SL,27,0,R,2,750,4,2,0,,0,,527,0.037394005,39.2890625,3,1,0,3,1,,1.0
893,2020-05-26,0,SM,18,0,P,,,,,,1,0,9,,0.0,58.0546875,,0,,5,4,,1.0
888,2020-05-26,460,SO,24,0,R,,2550,11,2,,20,6,46,0,0.053558247,43.4453125,1,1,40,3,-1,,1.0
886,2020-05-26,0,SL,19,0,P,,,,,,3,20,12,,0.023492423,86.609375,,0,,5,-1,,1.0
865,2020-05-26,0,SM,18,0,P,,,,,,0,0,4,,0.01906908,53.71875,,0,,5,-1,,1.0
885,2020-05-26,1,SA,27,99999,P,1,10250,3,4,17,26,10,53,586,0.0,77.828125,1,4,81,3,-1,,1.0
859,2020-05-26,11,SO,21,,R,,,,,,,,,,0.36479198,55.8515625,,0,,5,-1,,1.0
911,2020-05-27,1,SB,20,,R,,,,,,,,10,,0.092891328,72.9375,,0,,5,-1,,1.0
914,2020-05-27,0,SC,19,1,,1,250,2,2,,,,,1,0.0,80.46875,1,1,0,3,-1,,1.0
916,2020-05-27,0,SF,28,0,,,,20,,50,16,11,1,,0.0,46.25,,0,,5,-1,,1.0
935,2020-05-27,1,SO,19,,P,,,34,1,,19,,31,,0.0,62.2265625,,0,0,3,-1,,1.0
922,2020-05-27,1500,SF,22,4,P,,1250,26,2,29,,,6,526,0.0,82.296875,1,2,2419,3,-1,,1.0
931,2020-05-27,120,SC,30,4,P,,500,30,1,,,,2,,0.113944606,54.4921875,1,1,305,3,-1,,1.0
913,2020-05-27,0,SC,18,0,P,,,,,,9,0,43,,0.0,89.453125,1,0,,5,0,,1.0
930,2020-05-27,3,SK,19,1,P,,,12,1,,15,3,20,,0.0,62.46875,,0,0,3,-1,,1.0
932,2020-05-27,0,SL,22,2,P,1,950,2,3,42,19,7,16,,0.0,50.7265625,,0,0,3,-1,,1.0
945,2020-05-27,0,SD,17,0,P,,,,,,7,,25,,0.0,88.6875,,0,,5,-1,,1.0
928,2020-05-27,0,SO,20,2,P,,,11,2,26,,2,,,0.462849381,68.0625,2,2,491,3,0,,0.0
933,2020-05-27,300,SK,21,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
937,2020-05-27,0,SF,20,2,P,,,23,2,,14,2,30,,0.02761036,51.0234375,,0,0,3,-1,,0.0
912,2020-05-27,0,SN,24,2,P,,950,19,1,,28,,12,,0.126145655,33.2109375,1,1,833,3,3,,0.0
927,2020-05-27,0,SM,23,1,P,1,,1,2,,,5,,,0.0,78.125,2,1,639,3,1,,0.0
941,2020-05-27,0,SH,24,5,,,500,29,2,30,21,8,47,0,0.0,72.859375,1,1,0,3,1,,0.0
948,2020-05-27,400,SA,19,1,R,,,9,1,,,,,,0.234965832,35.8515625,1,0,0,3,1,,1.0
946,2020-05-27,500,SC,20,2,P,1,400,6,2,0,16,2,34,0,0.093236397,61.4140625,1,2,285,3,2,,1.0
921,2020-05-27,1,SA,19,0,P,,,,,,1,1,12,,0.0,64.484375,1,0,,5,1,,1.0
934,2020-05-27,400,SC,19,2,P,,250,13,1,,12,1,58,,0.0,86.15625,1,0,0,3,0,,1.0
947,2020-05-27,1,SA,23,,R,,,,,,,,,,0.072016209,13.74023438,,0,,5,-1,,1.0
909,2020-05-27,1,SO,25,,R,,,11,1,,,,,,0.0,78.8125,,0,0,3,-1,,1.0
925,2020-05-27,0,SL,24,,,,,,,,,,,,0.226932888,13.20898438,,0,,5,-1,,1.0
929,2020-05-27,1,SO,20,,R,,,,,,,,,,0.0,55.7578125,,0,,5,-1,,1.0
920,2020-05-27,1,SO,21,0,,,,,,,,,21,,0.0,40.3046875,,0,,5,-1,,0.0
983,2020-05-30,0,SG,18,0,P,,,18,1,,,,5,,0.018738209,75.078125,,0,0,3,-1,,1.0
999,2020-05-30,0,SF,20,0,P,,,,,,,,,,0.10681953,61.2265625,,0,,5,-1,,1.0
987,2020-05-30,0,SO,16,,P,,,,,,,,11,,0.001686081,65.953125,,0,,5,-1,,1.0
977,2020-05-30,0,SO,20,1,P,,,,,,2,2,,,0.045295522,57.75,2,0,,5,1,,1.0
965,2020-05-30,0,SO,26,1,R,2,,2,1,66,,,,,0.08473685,30.0078125,2,0,0,3,1,,1.0
973,2020-05-30,0,SB,20,1,P,,100,39,1,,5,,2,,0.0,61.3046875,2,1,119,3,0,,1.0
967,2020-05-30,1,SO,16,0,,,,,,,,,,,0.022055376,57.8203125,,0,,5,-1,,1.0
981,2020-05-30,0,SG,30,,R,,,,,,,,,,0.065125635,14.74804688,,0,,5,-1,,1.0
952,2020-05-30,1,SO,19,0,P,,,25,1,,12,2,16,,0.0,79.46875,1,0,0,3,0,,1.0
963,2020-05-30,0,SO,19,0,P,,,31,1,,11,0,34,,0.279317278,83.734375,,0,0,3,-1,,1.0
994,2020-05-30,0,SN,19,0,R,,,,,,,,,,0.026506329,53.4921875,,0,,5,-1,,1.0
989,2020-05-30,1000,SO,31,0,R,,,21,1,,,,,,0.01174014,,1,1,1292,3,-1,,0.0
991,2020-05-30,0,SD,28,1,R,,250,17,1,,,,,,0.0,42.765625,1,1,312,3,-1,,0.0
974,2020-05-30,800,SB,24,,R,3,,2,1,0,,,,,0.409203723,62.3984375,1,0,0,3,1,,0.0
971,2020-05-30,500,SB,22,,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
978,2020-05-30,0,SC,20,1,P,,,16,1,,5,4,3,,0.084571018,61.65625,1,1,88,3,2,,0.0
962,2020-05-30,0,SA,18,0,P,,,,,,8,,40,,0.0,85.234375,,0,,5,-1,,0.0
950,2020-05-30,0,SO,18,1,P,,,,,,3,,6,,0.0,54.703125,2,0,,5,0,,0.0
1011,2020-05-31,0,SL,21,3,P,,850,13,,,27,5,52,403,0.012199525,77.453125,,0,,5,-1,,1.0
1037,2020-05-31,0,SO,19,0,P,1,250,2,1,0,4,3,1,64,0.268352617,56.2578125,,0,0,3,4,,0.0
1027,2020-05-31,1180,SB,20,3,P,,350,19,1,,3,0,10,340,0.0,42.328125,1,1,1118,3,-1,,1.0
1002,2020-05-31,2,SA,20,,P,1,1100,3,2,0,9,3,20,125,0.04575191,60.4765625,,0,0,3,3,,1.0
1013,2020-05-31,200,SC,19,0,P,1,,2,2,,15,0,22,,0.06493063,72.609375,1,1,0,3,1,,1.0
1039,2020-05-31,0,SO,18,0,P,,,20,,,24,1,10,,0.0,78.359375,,0,,5,-1,,1.0
1005,2020-05-31,0,SC,18,0,P,,,,,,3,,1,,0.0,42.2890625,,0,,5,-1,,0.0
1025,2020-05-31,0,SH,19,1,R,,,,,,,,,,0.178691363,57.1953125,1,0,,5,1,,0.0
1010,2020-05-31,10,SO,23,,R,,,,,,,,,,0.735897869,54.4921875,,0,,5,-1,,0.0
1020,2020-05-31,1,SL,22,4,P,,1050,9,3,220,,10,9,,0.01801232,78.546875,1,3,276,3,4,,0.0
1044,2020-05-31,0,SC,17,0,P,,,,,,13,,13,,0.0,87.140625,,0,,5,-1,,1.0
1032,2020-05-31,1,SD,20,,P,1,,2,,0,16,3,15,,0.0,46.1953125,1,0,,5,1,,0.0
1023,2020-05-31,1,SL,32,1,P,,,19,2,,6,6,8,,0.098317725,51.3828125,1,1,0,3,4,,1.0
1045,2020-06-01,0,SO,25,,R,,,,,,,,,,0.0,52.1328125,,0,,5,-1,,0.0
1091,2020-06-01,1,SO,30,1,H,,3600,21,1,,,8,,962,0.0,61.9921875,,0,0,3,-1,,0.0
1078,2020-06-01,0,SO,18,,P,,,,,,,,,,0.001643029,26.8359375,,0,,5,-1,,1.0
1063,2020-06-01,1,SB,20,0,P,,,37,1,,,0,,,0.354014778,59.265625,2,0,0,3,1,,0.0
1077,2020-06-01,0,SC,18,0,P,,,22,1,,8,0,6,,0.270877107,67.84375,,0,0,3,-1,,1.0
1064,2020-06-01,0,SC,29,,R,,,,,,,,3,,0.103467108,58.5546875,,0,,5,-1,,1.0
1088,2020-06-01,1,SO,22,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1068,2020-06-01,1,SH,19,1,P,,,,,,,,13,,0.0,67.046875,,0,,5,4,,1.0
1065,2020-06-01,0,SO,18,0,P,1,,1,1,,3,0,6,,0.050956926,44.765625,,0,0,3,-1,,1.0
1082,2020-06-01,1,SL,23,5,P,,700,37,2,,20,6,21,,0.118160529,88.90625,1,2,2793,3,-1,,0.0
1057,2020-06-01,1,SO,20,,P,,,,,,18,,81,,0.032812802,59.9765625,,0,,5,-1,,1.0
1109,2020-06-02,0,SA,19,1,P,1,,6,1,0,15,1,25,,0.036948494,74.796875,2,0,0,3,0,,1.0
1095,2020-06-02,0,SO,20,1,P,,1900,12,2,,17,,11,,0.0,72.890625,1,2,792,3,3,,1.0
1101,2020-06-02,1,SO,19,,P,1,,2,2,,2,,9,,0.471914071,50.859375,1,1,0,3,0,,1.0
1113,2020-06-02,0,SL,20,1,P,1,,3,1,0,14,1,15,,0.011797608,74.265625,1,0,0,3,2,,1.0
1097,2020-06-02,1,SN,20,0,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1111,2020-06-02,1,SO,22,,R,,,,,,,,,,0.0,16.21875,,0,,5,-1,,1.0
1121,2020-06-02,0,SC,21,3,P,,900,9,1,0,26,4,6,,0.075002008,50.484375,1,1,759,3,3,,1.0
1123,2020-06-02,0,SE,21,0,P,,500,9,1,,,,1,,0.085267359,40.609375,,0,,1,-1,,0.0
1125,2020-06-02,0,SC,20,1,R,,,,,,,,,,0.005349667,34.6015625,,0,,5,-1,,0.0
1128,2020-06-02,1,SO,22,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1100,2020-06-02,120,SO,18,,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1103,2020-06-02,0,SA,22,1,P,,,53,1,,10,3,16,,0.513618734,48.4296875,2,0,,5,1,,0.0
1122,2020-06-02,1140,SD,32,,R,4,1350,1,4,155,,,,434,0.121882606,83.296875,4,4,0,3,0,,0.0
1129,2020-06-02,0,SH,20,0,R,,,,,,,,,,0.168937162,55.359375,,0,,5,-1,,1.0
1092,2020-06-02,0,SC,19,0,P,1,200,6,1,,11,1,2,,0.0,57.46875,2,0,0,3,0,,1.0
1137,2020-06-03,300,SC,18,,P,,,,,,,,6,,2.977886789,55.7578125,,0,,5,-1,,1.0
1155,2020-06-03,0,SA,18,1,P,,,,,,4,0,43,,0.0,64.265625,1,0,,5,1,,1.0
1140,2020-06-03,0,SL,21,0,P,,250,24,1,,8,4,29,,0.0,44.421875,1,0,0,3,2,,1.0
1143,2020-06-03,0,SB,19,0,P,1,,4,2,,1,2,4,,0.216616686,53.90625,1,1,0,3,-1,,0.0
1147,2020-06-03,0,SM,28,2,H,,,,,,,,,,0.246852251,48.4921875,2,0,,5,0,,0.0
1148,2020-06-03,1260,SN,26,0,P,,2050,16,,,,,,,0.231196435,38.84375,,0,,5,-1,,0.0
1131,2020-06-03,1,SO,29,0,P,2,1250,2,1,0,2,,4,744,0.19683608,52.6484375,2,0,0,3,1,,1.0
1150,2020-06-03,0,SO,31,1,H,,,,,,,,,,0.0,,,0,,4,-1,,0.0
1144,2020-06-03,1,SA,20,3,P,,,20,3,,26,1,25,,0.196228577,41.0625,,0,0,3,-1,,1.0
1149,2020-06-03,0,SF,18,,R,,,10,1,,,,,,0.112255465,75.75,1,0,0,3,0,,0.0
1136,2020-06-03,0,SK,19,0,,,,,,,,,,,0.216604084,52.9765625,,0,,5,-1,,1.0
1158,2020-06-03,1,SO,24,,R,,,,,,,,,,0.0,13.30078125,,0,,5,-1,,1.0
1156,2020-06-03,1,SA,42,0,H,,800,58,1,0,,,,,0.16883511,68.046875,1,1,209,3,-1,,1.0
1146,2020-06-03,500,SB,19,1,P,,,12,2,,23,,22,,0.0,35.609375,1,1,0,3,4,,1.0
1159,2020-06-03,0,SO,20,0,R,,,7,,29,,0,,,0.0,,,0,,5,3,,1.0
1181,2020-06-06,0,SH,18,0,P,,,,,,20,0,8,,0.0,81.78125,1,0,,5,0,,1.0
1191,2020-06-06,300,SO,22,0,P,,,12,3,,20,5,21,,0.105992916,38.484375,1,3,423,3,1,,1.0
1190,2020-06-06,0,SO,17,0,P,,,,,,14,,18,,0.020594653,54.9140625,,0,,5,-1,,1.0
1169,2020-06-06,1,SL,23,4,P,,750,13,2,1,,5,4,,0.214519369,75.328125,1,0,0,3,0,,1.0
1189,2020-06-06,1,SL,21,3,P,,1800,9,1,,6,4,30,,0.200746635,74.109375,,1,0,3,4,,1.0
1172,2020-06-06,0,SL,19,0,P,1,,5,2,,27,1,15,,0.117182898,64.375,1,1,0,3,0,,1.0
1208,2020-06-06,0,SA,18,0,P,,,,,,21,0,25,,0.034930358,58.8125,1,0,,5,0,,1.0
1167,2020-06-06,0,SA,19,0,P,,,35,2,,4,7,34,,0.016691804,59.2421875,1,0,0,3,0,,1.0
1220,2020-06-06,0,SO,17,1,P,,,,,,8,0,70,,0.0,93.71875,,0,,5,-1,,1.0
1195,2020-06-06,0,SO,18,0,P,,150,6,1,,,0,6,0,0.0,32.7421875,,1,0,3,-1,,1.0
1205,2020-06-06,0,SM,18,1,P,,,,,,5,1,7,,0.0,73.515625,1,0,,5,0,,1.0
1211,2020-06-06,1,SB,20,2,P,,,,,,20,1,1,,0.03447941,58.7421875,,0,,5,-1,,1.0
1164,2020-06-06,0,SM,35,0,R,,2300,13,1,19,,,,1239,0.0,48.234375,2,0,0,2,0,,1.0
1162,2020-06-06,1,SO,25,,,,,,,,,,,,0.426849033,53.6484375,1,0,,5,0,,1.0
1193,2020-06-06,1020,SE,38,0,H,1,1700,1,3,1,,,,650,0.0,9.505859375,1,2,809,3,1,,1.0
1225,2020-06-06,1,SO,21,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1212,2020-06-06,520,SL,23,0,P,,,18,1,0,24,7,7,,0.0,65.03125,1,1,986,3,-1,,0.0
1186,2020-06-06,600,SO,23,,R,,,14,1,0,,0,,,0.077804315,50.5546875,1,1,297,3,0,,1.0
1198,2020-06-06,0,SF,20,1,P,,,10,4,0,22,2,21,,0.0,59.9609375,1,3,32,3,3,,0.0
1173,2020-06-06,1,SL,19,1,P,,,11,2,,0,0,2,,0.19586674,63.859375,1,1,0,3,0,,0.0
1217,2020-06-06,520,SB,24,,R,,,,,,,,,,0.0,67.84375,,0,,5,-1,,0.0
1171,2020-06-06,0,SD,20,1,P,,,11,2,0,13,1,38,,0.0,96.125,1,1,1582,3,0,,0.0
1188,2020-06-06,0,SK,31,,R,,,,,,,,,,0.273509955,40.0078125,,0,,5,-1,,1.0
1226,2020-06-06,0,SM,26,0,P,,1300,35,1,,3,3,85,0,0.0,78.890625,,0,,3,-1,,0.0
1210,2020-06-06,1,SO,23,0,R,,,,,,,,,,0.036381426,33.78125,,0,,5,-1,,0.0
1201,2020-06-06,360,SO,28,0,R,,,28,2,,,,,,0.252715484,50.078125,1,1,0,3,-1,,0.0
1206,2020-06-06,1,SF,22,0,P,,,,,,,,,,0.296340358,42.2109375,,0,,5,-1,,1.0
1178,2020-06-06,0,SB,20,,,1,,2,,581,0,,2,,0.148433843,70.125,2,0,,5,0,,0.0
1242,2020-06-07,0,SE,28,,,,,,,,,,3,,0.691001166,49.4453125,1,0,,5,0,,0.0
1235,2020-06-07,0,SO,21,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1241,2020-06-07,1,SC,24,0,P,1,800,2,2,,9,6,44,0,0.0,77,,1,0,3,-1,,1.0
1261,2020-06-07,1,SC,22,0,R,3,6300,2,,0,,,4,649,0.184247049,61.3125,1,0,,5,1,,0.0
1246,2020-06-07,0,SO,18,,P,,,21,1,,9,,29,,0.0,33.8203125,,1,0,3,2,,0.0
1238,2020-06-07,400,SB,20,,,,,,,,,,,,0.000935434,50.734375,,0,,5,4,,1.0
1253,2020-06-07,0,SE,19,0,P,1,,4,2,,23,0,9,,0.029998601,57.125,,1,0,3,-1,,1.0
1249,2020-06-07,0,SH,19,1,P,,,,,,0,0,1,,0.01179861,56.6328125,,0,,5,-1,,1.0
1237,2020-06-07,0,SB,18,0,P,,,42,1,,,,3,,0.146801649,68.453125,,1,0,3,-1,,1.0
1236,2020-06-07,0,SF,17,0,P,,,,,,9,0,9,,0.0,63.859375,1,0,,5,0,,1.0
1245,2020-06-07,0,SH,19,0,P,,,,,,26,1,15,,0.0,73.09375,1,0,,5,1,,1.0
1243,2020-06-07,0,SC,18,0,P,,,21,1,,16,0,16,,0.10184726,57.359375,,1,0,3,-1,,1.0
1239,2020-06-07,1,SA,18,0,P,,,,,,5,0,26,,0.0,52.7421875,,0,,5,-1,,1.0
1232,2020-06-07,1,SC,28,0,,,,24,1,,,0,,,0.206745148,70.234375,1,0,,5,1,,0.0
1278,2020-06-08,140,SO,16,,P,,,,,,,,,,0.037692573,42.0390625,,0,,5,-1,,1.0
1289,2020-06-08,1,SB,20,0,,,,,,,,,,,0.0,,,0,,4,-1,,0.0
1283,2020-06-08,0,SO,19,0,P,,,14,2,,12,0,7,,0.151433627,25.25,1,1,0,3,-1,,0.0
1295,2020-06-08,1,SA,17,0,P,,,,,,,,,,0.0,36.296875,,0,,5,-1,,1.0
1292,2020-06-08,0,SB,21,1,P,1,2350,4,2,0,0,1,12,2014,0.053870672,61.921875,1,1,0,3,2,,0.0
1274,2020-06-08,0,SM,21,4,P,,,11,,51,9,4,11,,0.0,56.1171875,1,0,,5,2,,0.0
1281,2020-06-08,960,SO,32,0,R,1,1550,2,,0,,,,1488,0.003163612,70.90625,1,0,,5,1,,0.0
1271,2020-06-08,0,SO,21,0,P,,50,21,1,45,5,27,2,,0.057646017,70.796875,1,1,33,3,-1,,1.0
1277,2020-06-08,1,SO,22,,R,,,,,,,,,,0.186105075,54.6484375,,0,,5,-1,,1.0
1269,2020-06-08,0,SC,19,0,P,,,30,1,,15,1,18,,0.0,68.78125,,1,0,3,-1,,1.0
1273,2020-06-08,0,SC,18,0,P,,,,,,,,21,,0.0,52.8359375,1,0,,5,0,,1.0
1298,2020-06-08,1,SF,26,0,P,2,,2,2,1,8,6,32,,0.009190607,72.90625,1,1,0,3,1,,1.0
1299,2020-06-08,1,SL,25,0,P,,7600,21,,0,27,,38,589,0.081801277,49.953125,,0,,5,-1,,1.0
1315,2020-06-09,0,SD,17,0,P,,,,,,3,,9,,0.01686628,38.7109375,,0,,5,-1,,1.0
1320,2020-06-09,0,SC,19,0,P,1,,2,1,,0,0,6,,0.205760281,64.40625,,1,0,3,-1,,1.0
1352,2020-06-09,0,SA,18,0,P,,,,,,0,0,7,,0.028309312,57.4140625,1,0,,5,0,,1.0
1482,2020-06-09,5,SA,19,0,P,,,12,1,0,6,2,7,,0.075284122,37.3046875,,1,0,3,-1,,1.0
1358,2020-06-09,0,SO,20,0,P,,,28,1,,21,2,8,,0.222301978,59.0546875,,1,0,3,-1,,1.0
1486,2020-06-09,0,SO,19,0,P,1,100,3,1,,,,6,31,0.0,59.875,,1,0,3,-1,,1.0
1457,2020-06-09,0,SC,18,0,P,,,,,,,,7,,0.0,54.375,,0,,5,-1,,1.0
1596,2020-06-09,0,SD,19,0,P,1,150,4,,50,4,1,4,124,0.204861659,45.8515625,,0,,5,4,,1.0
1473,2020-06-09,0,SO,19,0,P,1,,1,,0,1,0,,,0.058954298,64.078125,1,0,,5,1,,1.0
1552,2020-06-09,0,SO,20,1,R,,,,,,,,2,,0.052461709,25.03515625,,0,,5,-1,,1.0
1312,2020-06-09,0,SF,18,0,P,,,,,,5,0,4,,0.0,72.1875,,0,,5,-1,,1.0
1332,2020-06-09,0,SA,19,0,P,,,,,,3,0,3,,0.11802364,72.578125,,0,,5,-1,,1.0
1345,2020-06-09,0,SO,19,0,P,,,11,1,29,0,1,3,,0.032225612,71.1875,,1,0,3,-1,,1.0
1557,2020-06-09,500,SL,19,2,P,1,350,3,3,,,,1,0,0.0,48.078125,1,3,329,3,1,,1.0
1337,2020-06-09,0,SF,19,0,P,,200,10,1,1,,,4,,0.148393076,43.5234375,2,1,0,3,1,,0.0
1433,2020-06-09,0,SO,17,0,,,,,,,,,,,0.0,38.4921875,1,0,,5,1,,1.0
1330,2020-06-09,0,SD,21,0,P,,,30,2,,5,2,6,,0.0,86.796875,,1,0,3,-1,,1.0
1323,2020-06-09,0,SN,19,0,P,,,,,,0,0,8,,0.0,,,0,,5,-1,,1.0
1407,2020-06-09,0,SB,20,0,P,,,21,1,35,13,1,6,,0.0,63.3515625,,1,0,3,-1,,0.0
1410,2020-06-09,1,SE,19,,P,,,53,1,,,1,,,0.036662565,50.5703125,1,1,0,3,1,,1.0
1393,2020-06-09,0,SO,24,0,P,,,28,1,45,22,5,27,,0.271291751,61.21875,,1,0,3,-1,,0.0
1483,2020-06-09,0,SB,20,0,P,1,,5,1,36,19,3,27,,0.079550129,87.703125,1,1,0,3,2,,0.0
1333,2020-06-09,0,SC,19,0,P,,,53,1,,,,5,,0.173838145,56.921875,,1,0,3,-1,,0.0
1565,2020-06-09,1,SB,20,0,P,,100,12,1,50,8,1,18,,0.041183839,75.515625,,1,0,3,-1,,0.0
1569,2020-06-09,0,SC,23,0,P,2,750,3,1,0,21,6,55,31,0.296394827,71.53125,,1,0,3,-1,,0.0
1555,2020-06-09,0,SO,21,0,P,1,1050,2,,26,,3,,187,0.515671168,56.6328125,,0,,5,3,,1.0
1503,2020-06-09,0,SA,19,0,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1329,2020-06-09,0,FT,21,0,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
1485,2020-06-09,0,SD,18,0,P,1,50,2,1,,,0,,60,0.0,19.58984375,,1,0,3,-1,,0.0
1419,2020-06-09,1,SC,20,0,P,,,20,2,0,13,3,13,,0.410215936,43.0390625,2,1,73,3,1,,0.0
1474,2020-06-09,1,SM,18,0,P,2,,1,2,149,24,0,46,,0.107728341,49.8359375,1,2,12,3,1,,0.0
1525,2020-06-09,1,SO,19,1,P,,100,13,1,,,2,,,0.072302521,68.640625,,1,0,3,-1,,1.0
1387,2020-06-09,0,SA,19,0,P,,,13,1,,2,0,17,,0.200421108,44.2265625,,1,0,3,-1,,0.0
1442,2020-06-09,0,SC,19,1,P,1,,2,,,18,0,32,,0.032447737,79.734375,,0,,5,-1,,0.0
1450,2020-06-09,0,SO,18,0,P,,,,,,5,0,24,,0.048984702,85.15625,,0,,5,-1,,0.0
1385,2020-06-09,0,SO,19,0,P,2,150,2,1,70,13,0,27,155,0.346157002,57.21875,,1,0,3,-1,,0.0
1475,2020-06-09,0,SO,21,0,P,,,27,2,,20,4,78,,0.0,88.421875,1,1,0,3,-1,,0.0
1501,2020-06-09,1,SO,18,0,P,3,,4,1,99,12,0,32,,0.411723035,49.34375,2,1,0,3,2,,0.0
1461,2020-06-09,0,SO,19,0,P,,,16,2,,22,,50,,0.149198668,59.6328125,,1,0,3,-1,,0.0
1567,2020-06-09,0,SL,19,0,P,,950,9,1,36,20,,50,497,0.130507911,46.21875,1,1,525,3,2,,0.0
1443,2020-06-09,0,SD,23,0,,,,,,,,,,,0.0,,,0,,5,-1,,1.0
1507,2020-06-09,0,SA,20,0,P,,1150,26,2,419,19,2,19,526,0.238445725,53.4140625,1,2,674,2,-1,,0.0
1490,2020-06-09,1040,SO,27,0,P,1,,5,4,,15,9,63,,0.59722919,74,3,1,4,3,1,,0.0
1558,2020-06-09,0,SO,21,0,P,,,27,2,,10,,59,,0.030250956,54.2265625,,1,0,3,-1,,0.0
1437,2020-06-09,0,SA,20,0,P,,,39,1,,,3,17,,0.0,62.9921875,,1,0,3,-1,,0.0
1542,2020-06-09,0,SA,27,0,R,,,16,1,4,,0,,,0.312372419,41.7109375,,1,0,3,-1,,0.0
1526,2020-06-09,600,SO,20,0,P,,,55,1,,25,0,18,,0.0,57.546875,1,1,0,3,0,,0.0
1452,2020-06-09,0,SA,20,0,,,,,,,,,,,0.265773016,22.828125,,0,,5,-1,,0.0
1598,2020-06-09,0,SF,50,0,,1,,6,,,,,,,0.0,,2,0,,5,0,,1.0
1478,2020-06-09,0,SO,18,0,P,,,7,1,39,5,0,19,,0.358028417,43.25,1,1,0,3,2,,0.0
