app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date 
-4342,.,.,23-Jun-20,200,SA,19,1,P,.,.,.,.,.,.,.,9,.,0.055792302,48.6484375,.,0,.,5,-1,13/04/2035
4224,1,0,23-Jun-20,0,SO,18,1,P,.,.,.,.,.,1,.,9,.,0.102943736,37.078125,.,0,.,5,-1,13/04/2035
-4402,.,.,23-Jun-20,1,SL,19,1,P,.,.,.,.,.,0,0,15,.,0.302845277,51.0546875,.,0,.,5,-1,13/04/2035
-4312,.,.,23-Jun-20,0,SC,18,0,P,.,.,53,1,.,14,0,7,.,0,86.421875,.,1,0,3,-1,13/04/2035
4179,1,0,23-Jun-20,0,SO,20,1,P,.,.,18,.,25,6,2,8,.,0,61.6015625,.,0,.,5,-1,13/04/2035
4308,1,0,23-Jun-20,0,SC,18,1,P,2,350,1,.,0,4,0,8,154,0.054158772,52.609375,.,0,.,5,-1,13/04/2035
4376,1,0,23-Jun-20,0,SB,18,.,P,.,.,.,.,.,.,.,9,.,0.0221466,88.1875,.,0,.,5,-1,13/04/2035
4303,1,0,23-Jun-20,0,SC,18,1,P,.,.,.,.,.,8,.,9,.,0.041180729,64.265625,.,0,.,5,-1,13/04/2035
4167,1,0,23-Jun-20,0,SB,18,1,P,.,.,.,.,.,11,0,8,.,0.583879942,69.71875,.,0,.,5,-1,13/04/2035
4212,1,0,23-Jun-20,1,SM,18,1,P,.,.,7,.,25,13,.,15,.,0.385999464,35.0078125,1,0,.,5,0,13/04/2035
4193,1,0,23-Jun-20,0,SH,18,1,P,.,.,27,1,.,2,.,8,.,0,23.5390625,.,1,0,3,-1,13/04/2035
4360,1,0,23-Jun-20,0,SC,18,1,P,.,.,.,.,.,22,0,7,.,0.168552411,58.6484375,.,0,.,5,-1,13/04/2035
4174,1,0,23-Jun-20,1,SC,19,1,P,.,.,7,2,25,13,1,8,.,0.023307941,68.375,.,1,0,3,-1,13/04/2035
4347,1,0,23-Jun-20,0,SA,18,1,P,2,100,2,.,0,.,.,6,32,0,81.671875,2,0,.,5,0,13/04/2035
-4241,.,.,23-Jun-20,0,SB,18,.,P,.,.,.,.,.,5,0,7,.,0,66.40625,.,0,.,5,-1,13/04/2035
-4196,.,.,23-Jun-20,0,SA,21,1,P,.,.,19,.,21,21,2,5,.,0.240193335,41.1640625,1,0,.,5,0,13/04/2035
-4432,.,.,23-Jun-20,0,SE,18,1,R,5,400,2,.,0,.,0,6,.,0.455251683,53.3046875,2,0,.,5,1,13/04/2035
-4350,.,.,23-Jun-20,0,SH,18,1,P,.,.,.,.,.,13,0,4,.,0.019090289,40.1171875,.,0,.,5,-1,13/04/2035
-4271,.,.,23-Jun-20,0,SA,19,1,P,1,.,2,1,10,7,0,2,.,0.132122429,85,.,1,0,3,-1,13/04/2035
4316,1,0,23-Jun-20,0,SC,18,1,P,.,.,8,.,0,26,0,2,.,0,70.515625,.,0,.,5,3,13/04/2035
4279,1,0,23-Jun-20,0,SE,18,1,P,.,.,14,1,.,11,0,1,.,0.0435191,71.859375,.,1,0,3,-1,13/04/2035
4198,1,0,23-Jun-20,0,SC,18,0,P,.,.,54,1,.,.,.,3,.,0,63.265625,.,1,0,3,-1,13/04/2035
4351,1,0,23-Jun-20,0,SA,18,1,P,.,.,27,1,.,.,0,2,.,0.271425026,72.515625,1,1,0,3,1,13/04/2035
4208,1,0,23-Jun-20,0,SC,21,1,P,.,1500,7,3,0,1,4,1,63,0.273632816,52.546875,1,2,0,3,2,13/04/2035
-4222,.,.,23-Jun-20,800,SL,27,3,P,.,.,8,2,.,.,.,.,.,0.102408678,38.4609375,1,1,0,3,0,13/04/2035
4434,1,0,23-Jun-20,1,SA,18,0,P,1,.,2,1,.,1,0,3,.,0.056080462,57.9296875,.,1,0,3,3,13/04/2035
4364,1,0,23-Jun-20,0,SB,18,1,P,1,.,3,.,35,11,.,.,.,0.194506133,66.921875,.,0,.,5,-1,13/04/2035
4378,1,0,23-Jun-20,0,SA,19,0,P,.,.,.,.,.,.,.,.,.,0.134706187,72.71875,.,0,.,5,-1,13/04/2035
-4215,.,.,23-Jun-20,1,SO,36,1,R,1,.,3,4,0,.,0,.,.,0.221982461,60.046875,2,1,0,3,0,13/04/2035
-4183,.,.,23-Jun-20,0,SD,41,1,H,1,6050,1,4,10,.,0,.,2790,0.257364034,61.4453125,2,3,2282,2,1,13/04/2035
-4409,.,.,23-Jun-20,1,SF,30,0,R,.,.,20,3,.,.,.,.,.,0.273635447,57.203125,1,3,0,3,2,13/04/2035
-4362,.,.,23-Jun-20,0,SM,26,1,H,.,.,13,3,806,.,2,.,.,0.416652845,46.484375,.,1,0,3,-1,13/04/2035
4256,1,0,23-Jun-20,0,SA,23,4,R,.,950,11,2,.,.,0,.,.,0.239488399,61.34375,1,1,743,3,1,13/04/2035
-4337,.,.,23-Jun-20,1,SO,19,1,R,.,.,8,2,645,.,.,.,.,0,13.41992188,.,1,0,3,-1,13/04/2035
-4265,.,.,23-Jun-20,1200,SO,26,.,R,1,450,3,2,.,.,.,.,186,0.647238372,43.671875,1,2,0,3,-1,13/04/2035
4428,1,0,23-Jun-20,0,SO,18,0,P,.,.,18,3,.,.,0,.,.,0.34082117,66.015625,1,3,0,3,0,13/04/2035
-4330,.,.,23-Jun-20,3000,SK,24,1,P,1,250,1,2,.,.,2,.,31,0.07230227,74.671875,1,1,0,3,1,13/04/2035
-4361,.,.,23-Jun-20,1,SC,24,1,R,.,2350,22,1,1,.,.,.,.,0,52.765625,1,1,2606,3,1,13/04/2035
4270,1,0,23-Jun-20,0,SA,18,1,P,.,.,21,1,.,.,1,.,.,0.790097473,39.890625,.,1,0,3,-1,13/04/2035
-4417,.,.,23-Jun-20,0,SF,19,1,P,.,.,.,.,.,.,.,2,.,0,59.2265625,.,0,.,5,-1,13/04/2035
-4205,.,.,23-Jun-20,0,SO,23,1,R,.,2100,11,1,0,.,.,.,1362,0.062258016,57.8515625,.,1,0,3,-1,13/04/2035
-4220,.,.,23-Jun-20,1,SO,18,1,P,.,.,31,2,.,0,0,2,.,0.066540892,97.90625,1,2,0,3,0,13/04/2035
4260,1,0,23-Jun-20,1,SO,19,2,P,.,500,11,1,.,.,.,.,402,0.213751785,79.421875,2,1,714,3,1,13/04/2035
-4405,.,.,23-Jun-20,0,SB,43,1,R,2,.,5,1,211,.,.,.,.,0.191224244,61.5078125,2,1,0,3,2,13/04/2035
4318,1,0,23-Jun-20,500,SA,18,.,P,.,.,14,1,.,.,.,8,.,0.016841103,42.265625,.,1,0,3,-1,13/04/2035
-4264,.,.,23-Jun-20,1500,SL,28,1,R,2,1200,4,1,.,.,0,.,309,0.436385913,42.0234375,3,1,0,3,2,13/04/2035
-4259,.,.,23-Jun-20,0,SO,19,0,P,.,.,23,1,.,17,1,12,.,0.035390907,89.078125,.,1,0,3,-1,13/04/2035
4269,1,0,23-Jun-20,1,SM,18,1,P,.,.,34,1,.,22,.,14,.,0.05101145,28.05078125,.,1,0,3,-1,13/04/2035
-4266,.,.,23-Jun-20,1,SA,19,1,P,.,.,.,.,.,2,0,9,.,0.050166768,56.015625,1,0,.,5,0,13/04/2035
4283,1,0,23-Jun-20,0,SH,19,1,P,.,.,24,1,.,15,0,13,.,0,40.8515625,.,1,0,3,-1,13/04/2035
-4346,.,.,23-Jun-20,1,SH,19,1,,2,600,5,1,.,15,0,9,0,0.096278119,52.4296875,.,1,0,3,-1,13/04/2035
4399,1,0,23-Jun-20,1,SO,19,1,P,.,.,13,2,.,20,.,3,.,0.281719829,48.3125,1,2,0,3,-1,13/04/2035
-4261,.,.,23-Jun-20,1500,SL,28,1,R,2,1200,4,1,.,.,0,.,309,0.42576898,43.609375,3,1,0,3,2,13/04/2035
4334,1,0,23-Jun-20,0,SN,19,1,P,.,.,15,1,35,.,.,11,.,0,.,.,1,0,3,-1,13/04/2035
4413,1,0,23-Jun-20,0,SC,18,0,P,.,.,.,.,.,20,0,.,.,0,88.984375,1,0,.,5,0,13/04/2035
4329,1,0,23-Jun-20,0,SM,18,0,P,1,.,1,1,.,7,0,2,.,0,.,1,1,0,3,1,13/04/2035
4188,1,0,23-Jun-20,400,SB,48,1,R,1,.,3,1,51,.,.,.,.,0.269483461,55.0859375,2,1,0,3,0,13/04/2035
-4423,.,.,23-Jun-20,0,SB,18,1,P,2,100,1,1,0,.,.,.,.,0.098440077,71.234375,2,1,0,3,0,13/04/2035
4369,1,0,23-Jun-20,0,SC,19,1,P,.,.,21,1,.,22,2,43,.,0,51.875,.,1,0,3,-1,13/04/2035
4339,1,0,23-Jun-20,0,SM,28,3,P,.,350,51,.,.,10,.,.,32,0.026391058,60.1484375,.,0,.,5,-1,13/04/2035
4287,1,0,23-Jun-20,0,SO,19,1,P,.,.,16,.,120,.,1,.,.,0,.,.,0,.,5,4,13/04/2035
-4429,.,.,23-Jun-20,0,SD,18,1,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,13/04/2035
-4422,.,.,23-Jun-20,0,SO,18,1,P,.,.,23,1,.,3,0,4,.,0,52.921875,.,1,0,3,-1,13/04/2035
-4424,.,.,23-Jun-20,560,SO,19,1,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,13/04/2035
-4370,.,.,23-Jun-20,1,SJ,25,1,,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,13/04/2035
-4356,.,.,23-Jun-20,0,SO,21,1,P,.,.,.,.,.,.,.,4,.,0.143407953,81.046875,.,0,.,5,-1,13/04/2035
-4368,.,.,23-Jun-20,1000,SO,20,.,R,.,.,.,.,.,.,.,.,.,0.106747849,37.984375,.,0,.,5,-1,13/04/2035
-4321,.,.,23-Jun-20,160,SK,18,0,P,1,.,4,1,.,1,0,5,.,0.04717052,79.46875,1,1,0,3,2,13/04/2035
4181,1,0,23-Jun-20,0,SO,18,1,P,.,.,.,.,.,11,.,6,.,0.373761377,43.375,1,0,.,5,1,13/04/2035
4255,1,0,23-Jun-20,1,SC,19,1,P,.,.,.,.,.,.,.,.,.,0.295824655,49.6953125,.,0,.,5,-1,13/04/2035
4236,1,0,23-Jun-20,640,SA,19,1,R,.,.,.,.,.,.,.,.,.,0.223221787,12.765625,.,0,.,5,-1,13/04/2035
-4223,.,.,23-Jun-20,0,SB,28,1,R,.,.,.,.,.,.,.,.,.,0.202505349,55.5,.,0,.,5,-1,13/04/2035
4217,1,0,23-Jun-20,1000,SO,23,.,P,.,.,.,.,.,.,.,.,.,0.017237525,26.921875,.,0,.,5,-1,13/04/2035
4286,0,1,23-Jun-20,1,SF,19,0,P,.,250,8,2,120,5,1,58,217,0.098418924,59.25,1,2,0,2,3,13/04/2035
4175,1,0,23-Jun-20,0,SA,18,1,P,.,.,.,.,.,14,.,6,.,0.078858067,85.8125,.,0,.,5,-1,13/04/2035
4305,1,0,23-Jun-20,0,SF,18,1,P,1,50,4,1,.,21,0,6,.,0,78.90625,.,1,0,3,-1,13/04/2035
4366,0,1,23-Jun-20,1,SC,18,1,P,.,.,.,.,.,7,0,53,.,0.205690048,54.6953125,1,0,.,5,0,13/04/2035
4237,1,0,23-Jun-20,1,SO,18,1,P,.,.,43,1,.,13,.,18,.,0.015787777,77.453125,.,1,0,3,-1,13/04/2035
-4209,.,.,23-Jun-20,1,SO,18,1,P,1,.,2,1,.,13,0,58,.,0.07352005,89.28125,.,1,0,3,-1,13/04/2035
-4310,.,.,23-Jun-20,0,SB,18,1,P,.,.,6,.,.,18,0,61,.,0.06725025,83,.,0,.,5,-1,13/04/2035
-4177,.,.,23-Jun-20,0,SA,19,1,P,.,.,25,1,.,18,1,19,.,0,69.625,2,1,0,3,0,13/04/2035
4302,0,1,23-Jun-20,0,SK,19,1,P,.,400,28,2,.,16,.,46,.,0,65.609375,1,2,50,3,-1,13/04/2035
4367,0,1,23-Jun-20,1,SB,18,1,P,.,.,22,1,.,18,.,34,.,0.018546859,85.9375,.,1,0,3,-1,13/04/2035
4313,1,0,23-Jun-20,0,SH,18,0,P,.,.,.,.,.,24,1,2,.,0.062393269,71.484375,.,0,.,5,-1,13/04/2035
4238,1,0,23-Jun-20,0,SM,18,1,P,.,.,.,.,.,9,1,7,.,0.022619284,77.25,.,0,.,5,-1,13/04/2035
4395,0,1,23-Jun-20,2,SD,18,1,P,.,.,9,1,0,8,1,29,.,0.002109153,73.359375,.,1,0,3,3,13/04/2035
4377,0,1,23-Jun-20,0,SO,19,1,P,.,.,43,1,.,18,3,28,.,0.507480018,57.7421875,.,1,0,3,-1,13/04/2035
4291,1,0,23-Jun-20,0,SA,19,0,P,.,.,.,.,.,7,1,19,.,0.042614248,69.390625,1,0,.,5,1,13/04/2035
-4262,.,.,23-Jun-20,0,SD,19,0,P,2,50,3,2,.,11,1,48,62,0.258970975,29.94921875,1,2,0,3,1,13/04/2035
4242,1,0,23-Jun-20,0,SA,19,1,P,.,1650,9,1,1,8,2,21,.,0.200716029,62.2890625,.,1,0,3,3,13/04/2035
4372,1,0,23-Jun-20,0,SH,18,1,P,.,.,.,.,.,15,0,42,.,0,88.71875,1,0,.,5,2,13/04/2035
4331,1,0,23-Jun-20,0,SB,18,1,P,1,.,5,.,70,1,0,22,.,0.293495527,34.6875,1,0,.,5,1,13/04/2035
4194,1,0,23-Jun-20,0,SL,18,1,P,.,.,6,1,.,22,0,35,.,0,62.4609375,.,1,0,3,2,13/04/2035
-4403,.,.,23-Jun-20,0,SN,19,1,P,.,.,14,1,0,12,0,32,.,0.05325174,60.265625,1,0,.,3,2,13/04/2035
4289,1,0,23-Jun-20,0,SO,18,1,P,.,.,.,.,.,15,0,27,.,0,83.59375,.,0,.,5,-1,13/04/2035
4165,0,1,23-Jun-20,1,SA,21,0,P,.,.,46,1,.,19,4,26,.,0,70.296875,.,1,0,3,-1,13/04/2035
4184,0,1,23-Jun-20,0,SO,18,1,P,.,.,.,.,.,3,.,17,.,0.299265886,24.421875,.,0,.,5,-1,13/04/2035
4332,0,1,23-Jun-20,1,SK,20,1,P,.,250,14,1,.,1,2,15,32,0.072904723,30.90625,.,1,0,3,-1,13/04/2035
4335,1,0,23-Jun-20,0,SO,19,1,P,.,.,7,1,24,14,1,29,.,0,69.40625,.,1,0,3,-1,13/04/2035
4386,0,1,23-Jun-20,1,SO,18,1,P,.,.,.,.,.,6,1,8,.,0.087803876,52.4140625,.,0,.,5,-1,13/04/2035
4186,0,1,23-Jun-20,1,SO,18,1,P,.,.,.,.,.,.,.,8,.,0,.,.,0,.,5,-1,13/04/2035
4307,0,1,23-Jun-20,0,SO,18,1,P,.,.,23,1,.,11,0,6,.,0.489146691,46.3828125,.,1,0,3,-1,13/04/2035
4207,0,1,23-Jun-20,0,SB,18,1,P,.,.,7,1,1,6,1,6,.,0.305644759,83.921875,.,1,0,3,3,13/04/2035
4427,0,1,23-Jun-20,1000,SO,18,1,R,.,.,49,1,.,.,.,4,.,0.072789276,42.359375,1,1,0,3,1,13/04/2035
4248,0,1,23-Jun-20,0,SC,18,0,P,.,.,13,1,.,3,.,2,.,0.024903698,68.625,.,1,0,3,3,13/04/2035
4226,0,1,23-Jun-20,0,SL,18,1,P,.,.,15,1,.,.,0,2,.,0,38.71875,.,1,0,3,2,13/04/2035
4221,0,1,23-Jun-20,0,SD,19,1,P,.,.,9,5,75,.,.,.,.,0.072237457,59.2890625,1,3,0,3,-1,13/04/2035
4414,0,1,23-Jun-20,1,SO,22,.,,.,.,36,1,.,.,.,.,.,0.088012622,55.109375,.,1,0,3,-1,13/04/2035
4311,0,1,23-Jun-20,0,SB,18,1,P,.,.,22,1,.,.,0,.,.,0,.,1,1,0,3,0,13/04/2035
4213,0,1,23-Jun-20,0,SO,18,1,P,.,.,.,.,.,.,.,3,.,0.105719064,24.4765625,.,0,.,5,-1,13/04/2035
4218,0,1,23-Jun-20,0,SA,21,0,P,.,.,.,.,.,4,3,3,.,0.126432601,57.0859375,1,0,.,5,0,13/04/2035
4267,0,1,23-Jun-20,0,SE,23,1,R,.,.,8,1,424,.,2,.,.,0.070189382,48.390625,1,0,.,5,2,13/04/2035
4338,0,1,23-Jun-20,0,SO,19,1,R,.,100,7,1,.,.,.,.,94,0,.,1,1,0,3,0,13/04/2035
4294,1,0,23-Jun-20,0,SF,18,0,P,.,.,7,1,.,6,0,.,.,0.013240695,78.828125,1,1,0,3,0,13/04/2035
4415,0,1,23-Jun-20,0,SO,19,1,P,1,200,6,1,229,.,.,.,.,0,.,2,1,15,3,1,13/04/2035
4285,0,1,23-Jun-20,1,SO,18,1,P,1,.,5,.,31,.,0,.,.,0.06606958,33.6875,1,0,.,5,2,13/04/2035
4317,0,1,23-Jun-20,0,SB,18,1,P,2,500,1,.,56,.,0,.,.,0.34919933,40.0546875,1,0,.,5,0,13/04/2035
4379,0,1,23-Jun-20,0,SO,22,2,P,.,.,.,.,.,.,.,.,.,0.035532391,32.671875,.,0,.,5,-1,13/04/2035
4394,0,1,23-Jun-20,0,SB,18,1,P,.,.,.,.,.,2,0,7,.,1.010747235,33.484375,.,0,.,5,-1,13/04/2035
4355,0,1,23-Jun-20,280,SO,20,1,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,13/04/2035
4252,0,1,23-Jun-20,0,SB,19,1,P,.,.,12,.,64,.,.,10,.,0.089545557,49.765625,.,0,.,5,-1,13/04/2035
4314,0,1,23-Jun-20,0,SA,19,1,P,.,.,.,.,.,.,1,.,.,0.053166753,51.328125,.,0,.,5,-1,13/04/2035
4178,0,1,23-Jun-20,0,SL,18,1,P,.,.,.,.,.,.,.,.,.,0.212019475,59.8125,.,0,.,5,-1,13/04/2035
4263,0,1,23-Jun-20,0,SC,20,1,P,.,.,23,1,45,10,2,14,.,0.080797576,78.0625,.,1,0,3,-1,13/04/2035
4228,0,1,23-Jun-20,0,SO,18,1,P,.,.,16,1,.,.,.,8,.,0,.,.,1,0,3,-1,13/04/2035
4299,0,1,23-Jun-20,0,SO,18,1,P,.,.,.,.,.,.,.,14,.,0,80.0625,.,0,.,5,-1,13/04/2035
4243,0,1,23-Jun-20,0,SO,18,1,P,.,.,.,.,.,12,.,16,.,0.414143953,59.65625,1,0,.,5,1,13/04/2035
4349,0,1,23-Jun-20,0,SN,18,1,P,.,.,28,1,.,17,0,16,.,0.255551885,33.2578125,.,1,0,3,4,13/04/2035
4244,0,1,23-Jun-20,0,SD,19,1,P,.,.,12,1,0,9,3,19,.,0,67.03125,.,1,0,3,-1,13/04/2035
4234,0,1,23-Jun-20,0,SO,18,1,P,.,.,7,1,0,8,0,24,.,0.512274332,92.0625,.,1,0,3,3,13/04/2035
4219,0,1,23-Jun-20,1,SA,18,1,P,.,150,9,.,.,23,2,6,0,0,77.59375,.,0,.,5,-1,13/04/2035
4273,0,1,23-Jun-20,0,SO,18,1,,.,.,8,1,.,2,0,4,.,0.214407408,53.234375,1,1,1,3,2,13/04/2035
4180,0,1,23-Jun-20,0,SF,19,1,P,.,.,.,.,.,0,0,6,.,0.013092131,43.8828125,1,0,.,5,0,13/04/2035
4687,1,0,24-Jun-20,0,SK,18,1,P,.,.,20,1,.,10,2,54,.,0.074943858,24.4609375,.,1,0,3,-1,14/04/2035
-4596,.,.,24-Jun-20,460,SO,20,1,P,.,400,9,1,135,7,2,57,434,0.113659881,90.5625,.,1,0,3,-1,14/04/2035
-4675,.,.,24-Jun-20,0,SB,18,1,P,.,.,.,.,.,9,.,78,.,0,75.796875,.,0,.,5,-1,14/04/2035
4630,1,0,24-Jun-20,0,SO,19,1,P,.,350,6,1,.,17,2,71,.,0.06378771,64.328125,1,1,272,3,3,14/04/2035
4452,1,0,24-Jun-20,0,SH,19,2,,1,1050,4,2,.,8,0,59,0,0,83.171875,1,2,0,3,-1,14/04/2035
-4708,.,.,24-Jun-20,0,SB,19,1,P,2,.,2,2,0,20,2,59,.,0.162597015,84.703125,1,2,0,3,1,14/04/2035
-4599,.,.,24-Jun-20,0,SO,18,1,P,.,.,.,.,.,12,0,53,.,0.106924471,88.234375,.,0,.,5,-1,14/04/2035
-4654,.,.,24-Jun-20,0,SE,22,1,P,.,.,7,3,0,28,.,49,.,0.113976468,48.03125,2,2,0,3,0,14/04/2035
-4566,.,.,24-Jun-20,0,SH,19,1,P,.,.,29,1,.,1,0,47,.,0.213805363,52.078125,.,1,0,3,-1,14/04/2035
4440,1,0,24-Jun-20,0,SO,18,1,P,2,150,4,.,0,16,0,47,0,0.065295399,94.390625,1,0,.,5,2,14/04/2035
4500,1,0,24-Jun-20,1,SF,18,1,P,.,.,.,.,.,19,0,47,.,0.203465575,58.6171875,1,0,.,5,0,14/04/2035
4542,1,0,24-Jun-20,1,SA,19,1,P,.,.,17,1,0,6,0,43,.,0.065321735,46.78125,2,1,0,3,1,14/04/2035
4444,1,0,24-Jun-20,0,SO,18,1,P,.,.,.,.,.,9,0,42,.,0.003772184,58.140625,.,0,.,5,-1,14/04/2035
4659,1,0,24-Jun-20,0,SA,20,1,P,.,.,21,1,.,12,2,41,.,0,49.671875,.,1,0,3,-1,14/04/2035
4535,1,0,24-Jun-20,0,SO,18,1,P,.,.,.,.,.,3,.,38,.,0.107292709,77.0625,.,0,.,5,-1,14/04/2035
4694,1,0,24-Jun-20,0,SM,18,1,P,.,.,.,.,.,7,.,37,.,0.041640849,87.046875,.,0,.,5,-1,14/04/2035
4603,1,0,24-Jun-20,0,SL,18,0,P,.,.,22,1,.,9,.,32,.,0.162956807,66.5625,.,1,0,3,-1,14/04/2035
4639,1,0,24-Jun-20,0,SA,18,1,P,.,.,.,.,.,8,1,34,.,0.022345993,54.546875,.,0,.,5,-1,14/04/2035
-4488,.,.,24-Jun-20,1,SG,18,1,P,.,.,7,1,.,16,0,32,.,0.015472834,55.5859375,.,1,0,3,-1,14/04/2035
4531,1,0,24-Jun-20,0,SO,19,1,P,.,.,13,1,.,17,1,28,.,0.33176532,65.96875,2,1,0,3,1,14/04/2035
4525,1,0,24-Jun-20,0,SE,18,1,P,.,.,.,.,.,18,0,30,.,0.460868999,57.109375,.,0,.,5,-1,14/04/2035
-4541,.,.,24-Jun-20,0,SO,22,1,P,1,500,1,1,0,20,5,31,.,0,77.015625,1,1,173,3,1,14/04/2035
-4576,.,.,24-Jun-20,0,SB,19,1,P,.,200,34,1,.,7,0,28,.,0.214881376,69.109375,.,1,0,3,-1,14/04/2035
4620,1,0,24-Jun-20,1100,SB,20,1,P,2,2050,4,1,1,21,0,27,993,0.2343554,73.84375,3,1,872,3,1,14/04/2035
4671,1,0,24-Jun-20,0,SN,19,1,P,.,350,7,1,44,.,0,26,0,0.148066193,63.9609375,.,1,0,3,4,14/04/2035
-4696,.,.,24-Jun-20,0,SN,19,1,P,.,1800,7,1,.,15,0,34,1393,0.150940277,62.03125,.,1,0,3,3,14/04/2035
4700,1,0,24-Jun-20,0,SD,19,0,P,.,.,.,.,.,12,2,25,.,0.128607177,76.09375,.,0,.,5,-1,14/04/2035
4477,1,0,24-Jun-20,1,SL,18,1,,.,.,.,.,.,16,0,24,.,0,79.703125,.,0,.,5,-1,14/04/2035
-4507,.,.,24-Jun-20,0,SO,22,1,P,1,250,6,3,.,18,4,21,155,0.367647965,69.015625,1,2,0,3,1,14/04/2035
4641,1,0,24-Jun-20,0,SH,18,1,P,.,.,8,2,.,18,0,22,.,0.060741314,75.90625,1,2,0,3,-1,14/04/2035
-4615,.,.,24-Jun-20,1000,SO,19,1,P,.,.,16,1,.,2,1,19,.,0,.,3,1,0,3,1,14/04/2035
-4552,.,.,24-Jun-20,0,SE,17,0,P,.,.,.,.,.,27,.,35,.,0,45.984375,.,0,.,5,3,14/04/2035
-4519,.,.,24-Jun-20,0,SM,18,1,,.,250,7,1,.,12,.,19,.,0.031586293,64.953125,.,1,0,3,-1,14/04/2035
4643,1,0,24-Jun-20,0,SO,18,1,P,.,.,.,.,.,19,0,20,.,0.037887052,79.34375,.,0,.,5,-1,14/04/2035
4545,1,0,24-Jun-20,1,SO,18,1,P,.,.,8,.,.,13,2,19,.,0,69.8125,.,0,.,5,-1,14/04/2035
4642,1,0,24-Jun-20,0,SD,18,1,P,.,.,.,.,.,15,0,19,.,0,68.578125,.,0,.,5,-1,14/04/2035
-4466,.,.,24-Jun-20,1,SO,20,1,P,.,.,12,2,0,4,3,18,.,0.021640011,82.109375,1,2,0,3,-1,14/04/2035
4657,1,0,24-Jun-20,1,SF,19,1,P,1,.,3,2,.,22,.,18,.,0.201153991,56.71875,1,2,0,3,-1,14/04/2035
-4579,.,.,24-Jun-20,0,SA,19,1,P,.,.,88,2,.,13,0,17,.,0.324987629,36.2109375,.,1,0,3,-1,14/04/2035
4682,1,0,24-Jun-20,1,SB,18,1,P,1,.,2,1,1,19,0,16,.,0.314817977,50.296875,2,1,0,3,0,14/04/2035
4491,1,0,24-Jun-20,0,SF,18,1,P,.,.,18,1,.,15,1,17,.,0.026497069,82.375,.,1,0,3,-1,14/04/2035
4567,1,0,24-Jun-20,0,SF,18,1,P,.,.,.,.,.,22,.,18,.,0.021246525,56.1484375,1,0,.,5,2,14/04/2035
4618,1,0,24-Jun-20,240,SA,20,1,P,3,50,3,5,0,4,2,14,.,0.130314981,66.5625,1,4,74,3,1,14/04/2035
4622,1,0,24-Jun-20,0,SF,18,1,P,.,.,.,.,.,10,0,14,.,0.033198975,67.453125,1,0,.,5,0,14/04/2035
4607,1,0,24-Jun-20,0,SO,18,1,P,.,.,23,1,.,19,0,15,.,0.086595488,75.390625,.,1,0,3,-1,14/04/2035
-4612,.,.,24-Jun-20,0,SF,18,0,P,.,.,.,.,.,14,0,13,.,0.017942571,78.4375,.,0,.,5,-1,14/04/2035
4505,1,0,24-Jun-20,0,SO,18,1,P,.,.,.,.,.,20,0,14,.,0,93.921875,.,0,.,5,-1,14/04/2035
4464,1,0,24-Jun-20,0,SO,22,1,P,.,500,15,1,19,3,3,12,464,0.104883137,37.2109375,.,1,0,3,-1,14/04/2035
4516,1,0,24-Jun-20,0,SO,19,1,P,.,.,12,.,1,10,2,12,.,0.053855063,84.453125,.,0,.,5,-1,14/04/2035
4521,1,0,24-Jun-20,0,SO,20,2,P,.,.,7,2,.,1,1,11,.,0,34.7578125,1,2,900,3,3,14/04/2035
4679,1,0,24-Jun-20,0,SH,18,0,P,.,.,.,.,.,8,0,10,.,0,89.234375,.,0,.,5,-1,14/04/2035
-4581,.,.,24-Jun-20,0,SA,19,1,P,.,200,12,2,224,19,2,11,.,0.150315206,48.703125,1,1,207,3,-1,14/04/2035
-4697,.,.,24-Jun-20,0,SH,18,0,P,.,.,25,1,.,13,0,10,.,0.375272244,62.15625,.,1,0,3,-1,14/04/2035
-4689,.,.,24-Jun-20,0,SH,19,1,P,.,.,68,1,.,7,.,9,.,0.16089691,98.578125,.,1,0,3,-1,14/04/2035
4517,1,0,24-Jun-20,1,SD,18,1,P,.,.,30,1,.,16,0,8,.,0.444616078,61.4140625,.,1,0,3,-1,14/04/2035
-4561,.,.,24-Jun-20,0,SD,20,1,P,.,1450,25,1,.,.,0,8,1550,0.164865349,56.40625,.,1,0,3,-1,14/04/2035
4669,1,0,24-Jun-20,1,SH,19,1,P,.,950,9,1,.,22,2,8,0,0.127767028,69.390625,.,1,0,3,4,14/04/2035
4606,1,0,24-Jun-20,0,SA,18,1,P,.,.,.,.,.,.,.,11,.,0,43.3359375,.,0,.,5,-1,14/04/2035
4553,1,0,24-Jun-20,0,SA,18,1,P,1,.,5,1,.,2,0,7,.,0,91.703125,1,1,0,3,2,14/04/2035
-4646,.,.,24-Jun-20,0,SA,20,1,P,.,750,21,3,.,17,3,9,745,0.02747371,69.734375,1,2,0,3,-1,14/04/2035
